brand_name,generic_name,application_number,sponsor_name,dosage_form,route,marketing_status
CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM,NDA050792,B BRAUN,INJECTABLE,INJECTION,Discontinued
CEFOTAXIME SODIUM,CEFOTAXIME SODIUM,ANDA065197,WOCKHARDT,INJECTABLE,INJECTION,Discontinued
CEFOTETAN,CEFOTETAN DISODIUM,ANDA065374,FRESENIUS KABI USA,INJECTABLE,INJECTION,Prescription
CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER,CEFOTETAN DISODIUM,NDA065430,B BRAUN,INJECTABLE,INJECTION,Discontinued
CEFOXITIN,CEFOXITIN SODIUM,ANDA065312,HOSPIRA INC,INJECTABLE,INJECTION,Discontinued
CEFOXITIN AND DEXTROSE IN DUPLEX CONTAINER,CEFOXITIN SODIUM,NDA065214,B BRAUN,INJECTABLE,INJECTION,Prescription
CEFOXITIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,ANDA200938,SAMSON MEDCL,POWDER,INTRAVENOUS,Prescription
CEFPIRAMIDE SODIUM,CEFPIRAMIDE SODIUM,NDA050633,WYETH AYERST,INJECTABLE,INJECTION,Discontinued
CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,ANDA065462,SANDOZ,TABLET,ORAL,Prescription
CEFPROZIL,CEFPROZIL,ANDA065257,SANDOZ,FOR SUSPENSION,ORAL,Discontinued
CEFTAROLINE FOSAMIL,CEFTAROLINE FOSAMIL,ANDA208075,APOTEX,POWDER,INTRAVENOUS,Prescription
CEFTAZIDIME,CEFTAZIDIME,ANDA065481,AUROBINDO PHARMA LTD,INJECTABLE,INJECTION,Discontinued
CEFTAZIDIME IN DEXTROSE CONTAINER,CEFTAZIDIME,NDA050823,B BRAUN,INJECTABLE,INJECTION,Discontinued
CEFTAZIDIME SODIUM IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM,ANDA063221,BAXTER HLTHCARE,INJECTABLE,INJECTION,Discontinued
CEFTIN,CEFUROXIME AXETIL,NDA050672,GLAXOSMITHKLINE,FOR SUSPENSION,ORAL,Discontinued
CEFTRIAXONE,CEFTRIAXONE SODIUM,ANDA090057,SAMSON MEDCL,INJECTABLE,INJECTION,Prescription
CEFTRIAXONE AND DEXTROSE IN DUPLEX CONTAINER,CEFTRIAXONE SODIUM,NDA050796,B BRAUN,INJECTABLE,INJECTION,Prescription
CEFTRIAXONE IN PLASTIC CONTAINER,CEFTRIAXONE SODIUM,ANDA065224,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
CEFTRIAXONE SODIUM,CEFTRIAXONE SODIUM,ANDA090701,HIKMA,INJECTABLE,INJECTION,Prescription
CEFUROXIME,CEFUROXIME,ANDA065048,HIKMA,Injectable,Injection,Prescription
CEFUROXIME AND DEXTROSE IN DUPLEX CONTAINER,CEFUROXIME SODIUM,NDA050780,B BRAUN,INJECTABLE,INJECTION,Discontinued
CEFUROXIME AXETIL,CEFUROXIME AXETIL,ANDA065043,RANBAXY LABS LTD,TABLET,ORAL,Discontinued
CEFUROXIME SODIUM,CEFUROXIME SODIUM,ANDA064036,WATSON LABS INC,INJECTABLE,INJECTION,Discontinued
CEFUROXIME SODIUM IN PLASTIC CONTAINER,CEFUROXIME SODIUM,ANDA065251,SAMSON MEDCL,INJECTABLE,INJECTION,Discontinued
CEFZIL,CEFPROZIL,NDA050664,CORDEN PHARMA,TABLET,ORAL,Discontinued
CELEBREX,CELECOXIB,NDA020998,UPJOHN,CAPSULE,ORAL,Prescription
CELECOXIB,CELECOXIB,ANDA200562,WATSON LABS INC,CAPSULE,ORAL,Prescription
CELESTONE,BETAMETHASONE,NDA014215,MERCK SHARP DOHME,SYRUP,ORAL,Discontinued
CELESTONE,BETAMETHASONE SODIUM PHOSPHATE,NDA017561,SCHERING,INJECTABLE,INJECTION,Discontinued
CELESTONE SOLUSPAN,BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE,NDA014602,ORGANON,INJECTABLE,INJECTION,Prescription
CELEXA,CITALOPRAM HYDROBROMIDE,NDA021046,FOREST LABS,SOLUTION,ORAL,Discontinued
CELLCEPT,MYCOPHENOLATE MOFETIL,NDA050722,ROCHE PALO,CAPSULE,ORAL,Prescription
CELLCEPT,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,NDA050758,ROCHE PALO,INJECTABLE,INJECTION,Prescription
CELONTIN,METHSUXIMIDE,NDA010596,PARKE DAVIS,CAPSULE,ORAL,Discontinued
CENESTIN,"ESTROGENS, CONJUGATED SYNTHETIC A",NDA020992,ASPEN,TABLET,ORAL,Discontinued
CENOBAMATE,CENOBAMATE,ANDA219473,AUROBINDO PHARMA LIMITED,TABLET,,None (Tentative Approval)
CENTANY,MUPIROCIN,NDA050788,PADAGIS US,OINTMENT,TOPICAL,Discontinued
CENTRAX,PRAZEPAM,NDA018144,PARKE DAVIS,CAPSULE,ORAL,Discontinued
CEPHALEXIN,CEPHALEXIN,ANDA210221,ALKEM LABS LTD,FOR SUSPENSION,ORAL,Prescription
CEPHALOTHIN,CEPHALOTHIN SODIUM,ANDA062426,INTL MEDICATION,INJECTABLE,INJECTION,Discontinued
CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM,ANDA062547,ABBOTT,INJECTABLE,INJECTION,Discontinued
CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,ANDA062730,BAXTER HLTHCARE,INJECTABLE,INJECTION,Discontinued
CEPHALOTHIN SODIUM W/ SODIUM CHLORIDE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,ANDA062422,BAXTER HLTHCARE,INJECTABLE,INJECTION,Discontinued
CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM,ANDA062720,HIKMA,INJECTABLE,INJECTION,Discontinued
CEPHRADINE,CEPHRADINE,ANDA062683,TEVA,CAPSULE,ORAL,Discontinued
CEPHULAC,LACTULOSE,NDA017657,SANOFI AVENTIS US,SOLUTION,"ORAL, RECTAL",Discontinued
CEPTAZ,CEFTAZIDIME,NDA050646,GLAXOSMITHKLINE,INJECTABLE,INJECTION,Discontinued
CEQUA,CYCLOSPORINE,NDA210913,SUN PHARM,SOLUTION,OPHTHALMIC,Prescription
CERADON,CEFOTIAM HYDROCHLORIDE,NDA050601,TAKEDA,INJECTABLE,INJECTION,Discontinued
CERDELGA,ELIGLUSTAT TARTRATE,NDA205494,GENZYME CORP,CAPSULE,ORAL,Prescription
CEREBYX,FOSPHENYTOIN SODIUM,NDA020450,PARKE DAVIS,INJECTABLE,INJECTION,Prescription
CERETEC,TECHNETIUM TC-99M EXAMETAZIME KIT,NDA019829,GE HEALTHCARE,INJECTABLE,INJECTION,Prescription
CEREZYME,IMIGLUCERASE,BLA020367,GENZYME,INJECTABLE,INJECTION,Prescription
CERIANNA,FLUOROESTRADIOL F-18,NDA212155,GE HEALTHCARE,SOLUTION,INTRAVENOUS,Prescription
CERINTA,ETHINYL ESTRADIOL; LEVONORGESTREL,ANDA202817,SUN PHARM,TABLET,ORAL-28,Discontinued
CERUBIDINE,DAUNORUBICIN HYDROCHLORIDE,ANDA061876,SANOFI AVENTIS US,INJECTABLE,INJECTION,Discontinued
CERUMENEX,TROLAMINE POLYPEPTIDE OLEATE CONDENSATE,NDA011340,PHARM RES ASSOC,SOLUTION/DROPS,OTIC,Discontinued
CERVIDIL,DINOPROSTONE,NDA020411,FERRING PHARMS INC,"INSERT, EXTENDED RELEASE",VAGINAL,Prescription
CESAMET,NABILONE,NDA018677,BAUSCH,CAPSULE,ORAL,Discontinued
CETACORT,HYDROCORTISONE,ANDA080426,BAUSCH,LOTION,TOPICAL,Discontinued
CETAMIDE,SULFACETAMIDE SODIUM,ANDA080021,ALCON,OINTMENT,OPHTHALMIC,Discontinued
CETAPRED,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,ANDA087771,ALCON,OINTMENT,OPHTHALMIC,Discontinued
CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,ANDA078488,BIONPHARMA,SOLUTION,ORAL,Prescription
CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,ANDA078336,PERRIGO R AND D,TABLET,ORAL,Over-the-counter
CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,ANDA077170,IVAX SUB TEVA PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Over-the-counter
CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE,ANDA078336,PERRIGO R AND D,TABLET,ORAL,Over-the-counter
CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,ANDA078780,AMNEAL PHARMS NY,TABLET,ORAL,Discontinued
CETRAXAL,CIPROFLOXACIN HYDROCHLORIDE,NDA021918,LAB SALVAT,SOLUTION/DROPS,OTIC,Prescription
CETRORELIX ACETATE,CETRORELIX ACETATE,ANDA214540,LIVZON GRP,POWDER,SUBCUTANEOUS,Prescription
CETROTIDE,CETRORELIX ACETATE,NDA021197,EMD SERONO INC,POWDER,SUBCUTANEOUS,Discontinued
CETYLEV,ACETYLCYSTEINE,NDA207916,ARBOR PHARMS LLC,"TABLET, EFFERVESCENT",ORAL,Discontinued
CEVIMELINE HYDROCHLORIDE,CEVIMELINE HYDROCHLORIDE,ANDA091591,HIKMA,CAPSULE,ORAL,Prescription
CHABELINA FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,ANDA202962,NOVAST LABS,TABLET,ORAL-28,Prescription
CHANTIX,VARENICLINE TARTRATE,NDA021928,PF PRISM CV,TABLET,ORAL,Prescription
CHEMET,SUCCIMER,NDA019998,RECORDATI RARE,CAPSULE,ORAL,Prescription
CHENIX,CHENODIOL,NDA018513,LEADIANT BIOSCI INC,TABLET,ORAL,Discontinued
CHENODIOL,CHENODIOL,ANDA091019,LGM PHARMA,TABLET,ORAL,Prescription
CHEWTADZY,TADALAFIL,NDA218527,B BETTER,"TABLET, CHEWABLE",ORAL,Discontinued
CHG SCRUB,CHLORHEXIDINE GLUCONATE,NDA019258,ECOLAB,SOLUTION,TOPICAL,Over-the-counter
CHIBROXIN,NORFLOXACIN,NDA019757,MERCK,SOLUTION/DROPS,OPHTHALMIC,Discontinued
CHILDREN'S ADVIL,IBUPROFEN,NDA019833,HALEON US HOLDINGS,SUSPENSION,ORAL,Discontinued
CHILDREN'S ADVIL ALLERGY SINUS,CHLORPHENIRAMINE MALEATE; IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA021587,HALEON US HOLDINGS,SUSPENSION,ORAL,Over-the-counter
CHILDREN'S ADVIL COLD,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA021373,HALEON US HOLDINGS,SUSPENSION,ORAL,Over-the-counter
CHILDREN'S ADVIL-FLAVORED,IBUPROFEN,NDA020589,HALEON US HOLDINGS,SUSPENSION,ORAL,Over-the-counter
CHILDREN'S ALAWAY,KETOTIFEN FUMARATE,NDA021996,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Over-the-counter
CHILDREN'S ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,NDA021909,CHATTEM SANOFI,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued
CHILDREN'S ALLEGRA HIVES,FEXOFENADINE HYDROCHLORIDE,NDA021909,CHATTEM SANOFI,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued
CHILDREN'S ASTEPRO ALLERGY,AZELASTINE HYDROCHLORIDE,NDA213872,BAYER HLTHCARE,"SPRAY, METERED",NASAL,Over-the-counter
CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,ANDA078692,SANDOZ,"TABLET, CHEWABLE",ORAL,Over-the-counter
CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,ANDA090182,TARO,SOLUTION,ORAL,Over-the-counter
CHILDREN'S CLARITIN,LORATADINE,NDA021891,BAYER HEALTHCARE LLC,"TABLET, CHEWABLE",ORAL,Over-the-counter
CHILDREN'S ELIXSURE,IBUPROFEN,NDA021604,MOBERG PHARMA NORTH,SUSPENSION,ORAL,Discontinued
CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY,FEXOFENADINE HYDROCHLORIDE,ANDA079112,TIME CAP LABS,TABLET,ORAL,Over-the-counter
CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES,FEXOFENADINE HYDROCHLORIDE,ANDA079112,TIME CAP LABS,TABLET,ORAL,Over-the-counter
CHILDREN'S IBUPROFEN,IBUPROFEN,ANDA074937,PERRIGO,SUSPENSION,ORAL,Over-the-counter
CHILDREN'S MOTRIN,IBUPROFEN,NDA020516,KENVUE BRANDS,SUSPENSION,ORAL,Over-the-counter
CHILDREN'S MOTRIN COLD,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA021128,KENVUE BRANDS,SUSPENSION,ORAL,Over-the-counter
CHILDREN'S ZYRTEC ALLERGY,CETIRIZINE HYDROCHLORIDE,NDA022155,KENVUE BRANDS,SOLUTION,ORAL,Over-the-counter
CHILDREN'S ZYRTEC HIVES,CETIRIZINE HYDROCHLORIDE,NDA022155,KENVUE BRANDS,SOLUTION,ORAL,Over-the-counter
CHILDREN'S ZYRTEC HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,NDA021621,KENVUE BRANDS,"TABLET, CHEWABLE",ORAL,Discontinued
CHIRHOSTIM,SECRETIN SYNTHETIC HUMAN,NDA021256,CHIRHOCLIN,FOR SOLUTION,INTRAVENOUS,Prescription
CHIROCAINE,LEVOBUPIVACAINE HYDROCHLORIDE,NDA020997,PURDUE PHARMA LP,INJECTABLE,INJECTION,Discontinued
CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE,NDA008794,SCHERING PLOUGH,INJECTABLE,INJECTION,Discontinued
CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE,NDA018397,BAYER HEALTHCARE LLC,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
CHLORAMPHENICOL,CHLORAMPHENICOL,ANDA062628,ALCON,SOLUTION/DROPS,OPHTHALMIC,Discontinued
CHLORAMPHENICOL,CHLORAMPHENICOL SODIUM SUCCINATE,ANDA062406,ELKINS SINN,INJECTABLE,INJECTION,Discontinued
CHLORAMPHENICOL SODIUM SUCCINATE,CHLORAMPHENICOL SODIUM SUCCINATE,ANDA062365,FRESENIUS KABI USA,INJECTABLE,INJECTION,Discontinued
CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA020832,BECTON DICKINSON CO,SPONGE,TOPICAL,Over-the-counter
CHLORAPREP ONE-STEP FREPP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA020832,BECTON DICKINSON CO,SPONGE,TOPICAL,Over-the-counter
CHLORAPREP ONE-STEP SEPP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA021555,BECTON DICKINSON CO,SWAB,TOPICAL,Over-the-counter
CHLORAPREP SINGLE SWABSTICK,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA021555,BECTON DICKINSON CO,SWAB,TOPICAL,Over-the-counter
CHLORAPREP TRIPLE SWABSTICK,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA021555,BECTON DICKINSON CO,SWAB,TOPICAL,Over-the-counter
CHLORAPREP WITH TINT,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA020832,BECTON DICKINSON CO,SPONGE,TOPICAL,Over-the-counter
CHLORDIAZACHEL,CHLORDIAZEPOXIDE HYDROCHLORIDE,ANDA084639,RACHELLE,CAPSULE,ORAL,Discontinued
CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,ANDA072278,CHARTWELL RX,TABLET,ORAL,Discontinued
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,ANDA086294,WATSON LABS,CAPSULE,ORAL,Discontinued
CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,ANDA216419,AUROBINDO PHARMA LTD,CAPSULE,ORAL,Prescription
CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,ANDA077789,PHARMOBEDIENT,SOLUTION,DENTAL,Prescription
CHLORMERODRIN HG 197,CHLORMERODRIN HG-197,NDA017269,BRACCO,INJECTABLE,INJECTION,Discontinued
CHLOROFAIR,CHLORAMPHENICOL,ANDA062437,PHARMAFAIR,SOLUTION/DROPS,OPHTHALMIC,Discontinued
CHLOROMYCETIN,CHLORAMPHENICOL,NDA050183,PARKE DAVIS,CREAM,TOPICAL,Discontinued
CHLOROMYCETIN,CHLORAMPHENICOL SODIUM SUCCINATE,NDA050155,PARKEDALE,INJECTABLE,INJECTION,Discontinued
CHLOROMYCETIN HYDROCORTISONE,CHLORAMPHENICOL; HYDROCORTISONE ACETATE,NDA050202,PARKEDALE,FOR SUSPENSION,OPHTHALMIC,Discontinued
CHLOROMYXIN,CHLORAMPHENICOL; POLYMYXIN B SULFATE,NDA050203,PARKE DAVIS,OINTMENT,OPHTHALMIC,Discontinued
CHLOROPROCAINE HYDROCHLORIDE,CHLOROPROCAINE HYDROCHLORIDE,ANDA087446,HOSPIRA,INJECTABLE,INJECTION,Discontinued
CHLOROPTIC,CHLORAMPHENICOL,NDA050091,ALLERGAN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
CHLOROPTIC S.O.P.,CHLORAMPHENICOL,ANDA061187,ALLERGAN,OINTMENT,OPHTHALMIC,Discontinued
CHLOROPTIC-P S.O.P.,CHLORAMPHENICOL; PREDNISOLONE,ANDA061188,ALLERGAN,OINTMENT,OPHTHALMIC,Discontinued
CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,ANDA040516,IMPAX LABS,TABLET,ORAL,Prescription
CHLOROTHIAZIDE,CHLOROTHIAZIDE,ANDA084026,WATSON LABS,TABLET,ORAL,Discontinued
CHLOROTHIAZIDE AND RESERPINE,CHLOROTHIAZIDE; RESERPINE,ANDA088365,HIKMA,TABLET,ORAL,Discontinued
CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM,ANDA090896,FRESENIUS KABI USA,INJECTABLE,INJECTION,Prescription
CHLOROTHIAZIDE W/ RESERPINE,CHLOROTHIAZIDE; RESERPINE,ANDA088151,WATSON LABS,TABLET,ORAL,Discontinued
CHLOROTHIAZIDE-RESERPINE,CHLOROTHIAZIDE; RESERPINE,ANDA087744,PHARMOBEDIENT,TABLET,ORAL,Discontinued
CHLOROTRIANISENE,CHLOROTRIANISENE,ANDA084652,BANNER PHARMACAPS,CAPSULE,ORAL,Discontinued
CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,ANDA080809,IMPAX LABS,TABLET,ORAL,Discontinued
CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ANDA080370,WYETH AYERST,INJECTABLE,INJECTION,Discontinued
CHLORPROMAZINE HYDROCHLORIDE INTENSOL,CHLORPROMAZINE HYDROCHLORIDE,ANDA088157,HIKMA,CONCENTRATE,ORAL,Discontinued
CHLORPROPAMIDE,CHLORPROPAMIDE,ANDA088568,WATSON LABS,TABLET,ORAL,Discontinued
CHLORTHALIDONE,CHLORTHALIDONE,ANDA087050,WATSON LABS,TABLET,ORAL,Discontinued
CHLORZOXAZONE,CHLORZOXAZONE,ANDA086948,WATSON LABS,TABLET,ORAL,Discontinued
CHOLAC,LACTULOSE,ANDA071331,ALRA,SOLUTION,"ORAL, RECTAL",Discontinued
CHOLBAM,CHOLIC ACID,NDA205750,MIRUM,CAPSULE,ORAL,Prescription
CHOLEBRINE,IOCETAMIC ACID,NDA017129,MALLINCKRODT,TABLET,ORAL,Discontinued
CHOLEDYL,OXTRIPHYLLINE,NDA009268,PARKE DAVIS,SOLUTION,ORAL,Discontinued
CHOLEDYL SA,OXTRIPHYLLINE,ANDA086742,WARNER CHILCOTT LLC,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
CHOLESTYRAMINE,CHOLESTYRAMINE,ANDA074347,TEVA,POWDER,ORAL,Discontinued
CHOLESTYRAMINE LIGHT,CHOLESTYRAMINE,ANDA074558,EPIC PHARMA LLC,POWDER,ORAL,Prescription
CHOLETEC,TECHNETIUM TC-99M MEBROFENIN KIT,NDA018963,BRACCO,INJECTABLE,INJECTION,Prescription
CHOLINE C-11,CHOLINE C-11,ANDA206319,DECATUR,INJECTABLE,INTRAVENOUS,Prescription
CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE,NDA009321,BRACCO,INJECTABLE,INJECTION,Discontinued
CHOLOGRAFIN SODIUM,IODIPAMIDE SODIUM,NDA009321,BRACCO,INJECTABLE,INJECTION,Discontinued
CHOLOVUE,IODOXAMATE MEGLUMINE,NDA018076,BRACCO,INJECTABLE,INJECTION,Discontinued
CHOLOXIN,DEXTROTHYROXINE SODIUM,NDA012302,ABBVIE,TABLET,ORAL,Discontinued
CHOLYBAR,CHOLESTYRAMINE,ANDA071621,PARKE DAVIS,"BAR, CHEWABLE",ORAL,Discontinued
CHORIONIC GONADOTROPIN,"GONADOTROPIN, CHORIONIC",ANDA089314,QUAD PHARMS,Injectable,Injection,Discontinued
CHROMALBIN,ALBUMIN CHROMATED CR-51 SERUM,BLA017835,ISO TEX,INJECTABLE,INJECTION,Discontinued
CHROMIC CHLORIDE,CHROMIC CHLORIDE,NDA019271,ABRAXIS PHARM,INJECTABLE,INJECTION,Discontinued
CHROMIC CHLORIDE IN PLASTIC CONTAINER,CHROMIC CHLORIDE,NDA018961,HOSPIRA,INJECTABLE,INJECTION,Prescription
CHROMITOPE SODIUM,SODIUM CHROMATE CR-51,NDA013993,BRACCO,INJECTABLE,INJECTION,Discontinued
CHRONULAC,LACTULOSE,NDA017884,SANOFI AVENTIS US,SOLUTION,ORAL,Discontinued
CHYMEX,BENTIROMIDE,NDA018366,SAVAGE LABS,SOLUTION,ORAL,Discontinued
CHYMODIACTIN,CHYMOPAPAIN,BLA018663,"DISCURE MEDICAL, LLC",INJECTABLE,INJECTION,Discontinued
CIALIS,TADALAFIL,NDA021368,LILLY,TABLET,ORAL,Prescription
CIBACALCIN,CALCITONIN HUMAN,NDA018470,NOVARTIS,INJECTABLE,INJECTION,Discontinued
CIBINQO,ABROCITINIB,NDA213871,PFIZER,TABLET,ORAL,Prescription
CICLOPIROX,CICLOPIROX,ANDA077092,SUN PHARMA CANADA,SUSPENSION,TOPICAL,Discontinued
CIDA-STAT,CHLORHEXIDINE GLUCONATE,NDA019258,ECOLAB,SOLUTION,TOPICAL,Over-the-counter
CIDOFOVIR,CIDOFOVIR,ANDA202501,AVET LIFESCIENCES,SOLUTION,INTRAVENOUS,Prescription
CILOSTAZOL,CILOSTAZOL,ANDA077030,APOTEX,TABLET,ORAL,Prescription
CILOXAN,CIPROFLOXACIN HYDROCHLORIDE,NDA019992,SANDOZ,SOLUTION/DROPS,OPHTHALMIC,Prescription
CIMDUO,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,NDA022141,MYLAN LABS LTD,TABLET,ORAL,Prescription
CIMERLI,RANIBIZUMAB-EQRN,BLA761165,SANDOZ INC,INJECTABLE,INJECTION,Prescription
CIMETIDINE,CIMETIDINE,ANDA074371,CYCLE,TABLET,ORAL,Discontinued
CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE,ANDA074252,TEVA PARENTERAL,INJECTABLE,INJECTION,Discontinued
CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CIMETIDINE HYDROCHLORIDE,ANDA074269,HOSPIRA,INJECTABLE,INJECTION,Discontinued
CIMZIA,CERTOLIZUMAB PEGOL,BLA125160,UCB INC,INJECTABLE,INJECTION,Prescription
CIN-QUIN,QUINIDINE SULFATE,ANDA084932,SOLVAY,TABLET,ORAL,Discontinued
CINACALCET HYDROCHLORIDE,CINACALCET HYDROCHLORIDE,ANDA203422,RISING,TABLET,ORAL,Discontinued
CINNASIL,RESCINNAMINE,ANDA084736,PANRAY,CAPSULE,ORAL,Discontinued
CINOBAC,CINOXACIN,NDA018067,LILLY,CAPSULE,ORAL,Discontinued
CINOXACIN,CINOXACIN,ANDA073005,TEVA,CAPSULE,ORAL,Discontinued
CINQAIR,RESLIZUMAB,BLA761033,TEVA RESPIRATORY LLC,INJECTABLE,INJECTION,Prescription
CINTICHEM TECHNETIUM 99M HEDSPA,TECHNETIUM TC-99M ETIDRONATE KIT,NDA017653,GE HEALTHCARE,INJECTABLE,INJECTION,Discontinued
CINVANTI,APREPITANT,NDA209296,HERON THERAPS INC,EMULSION,INTRAVENOUS,Prescription
CIPEPOFOL,CIPEPOFOL,NDA220482,HAISCO PHARMACEUTICAL GROUP CO LTD,INJECTION,,Prescription
CIPRO,CIPROFLOXACIN,NDA019847,BAYER HLTHCARE,INJECTABLE,INJECTION,Discontinued
CIPRO,CIPROFLOXACIN HYDROCHLORIDE,NDA019537,BAYER HLTHCARE,TABLET,ORAL,Discontinued
CIPRO HC,CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,NDA020805,SANDOZ,SUSPENSION/DROPS,OTIC,Prescription
CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN,NDA019857,BAYER HLTHCARE,INJECTABLE,INJECTION,Discontinued
CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CIPROFLOXACIN,NDA019858,BAYER PHARMS,INJECTABLE,INJECTION,Discontinued
CIPRO XR,CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE,NDA021473,BAYER HLTHCARE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
CIPRODEX,CIPROFLOXACIN; DEXAMETHASONE,NDA021537,SANDOZ,SUSPENSION/DROPS,OTIC,Prescription
CIPROFLOXACIN,CIPROFLOXACIN,ANDA076717,HIKMA FARMACEUTICA,INJECTABLE,INJECTION,Prescription
CIPROFLOXACIN AND DEXAMETHASONE,CIPROFLOXACIN; DEXAMETHASONE,ANDA205548,DR REDDYS,SUSPENSION/DROPS,OTIC,Prescription
CIPROFLOXACIN EXTENDED RELEASE,CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE,ANDA078166,PH HEALTH,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,ANDA217887,ALEMBIC THERAP,SOLUTION/DROPS,OTIC,Prescription
CIPROFLOXACIN HYDROCHLORIDE AND HYDROCORTISONE,CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,ANDA218273,COSETTE PHARMS NC,SUSPENSION/DROPS,OTIC,Prescription
CIPROFLOXACIN IN DEXTROSE 5%,CIPROFLOXACIN,ANDA076757,HIKMA FARMACEUTICA,INJECTABLE,INJECTION,Discontinued
CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN,ANDA078252,INFORLIFE,INJECTABLE,INJECTION,Prescription
